name,registeredUsers,year,quarter,state
110042,129008,2019,2,delhi
west,1008836,2019,3,delhi
south east delhi,821304,2019,3,delhi
north west,709448,2019,3,delhi
new delhi,705546,2019,3,delhi
central delhi,658985,2019,3,delhi
south west,567496,2019,3,delhi
north,554029,2019,3,delhi
east,532254,2019,3,delhi
south,498200,2019,3,delhi
shahdara,391827,2019,3,delhi
110059,300007,2019,3,delhi
110092,248727,2019,3,delhi
110086,194575,2019,3,delhi
110085,180186,2019,3,delhi
110044,178410,2019,3,delhi
110096,164301,2019,3,delhi
110041,163228,2019,3,delhi
110001,148352,2019,3,delhi
110094,146798,2019,3,delhi
110043,144276,2019,3,delhi
west,1081496,2019,4,delhi
south east delhi,883080,2019,4,delhi
north west,758620,2019,4,delhi
new delhi,757888,2019,4,delhi
central delhi,711015,2019,4,delhi
south west,605482,2019,4,delhi
north,598910,2019,4,delhi
east,568283,2019,4,delhi
south,533716,2019,4,delhi
shahdara,425305,2019,4,delhi
110059,320535,2019,4,delhi
110092,264380,2019,4,delhi
110086,209488,2019,4,delhi
110044,192424,2019,4,delhi
110085,189774,2019,4,delhi
110041,177838,2019,4,delhi
110096,176194,2019,4,delhi
110094,161096,2019,4,delhi
110001,160180,2019,4,delhi
110053,156000,2019,4,delhi
west,1160353,2020,1,delhi
south east delhi,947535,2020,1,delhi
north west,814249,2020,1,delhi
new delhi,810489,2020,1,delhi
central delhi,765149,2020,1,delhi
north,648654,2020,1,delhi
south west,644981,2020,1,delhi
east,604768,2020,1,delhi
south,570329,2020,1,delhi
shahdara,460186,2020,1,delhi
110059,342152,2020,1,delhi
110092,280039,2020,1,delhi
110086,226703,2020,1,delhi
110044,207511,2020,1,delhi
110085,200098,2020,1,delhi
110041,194243,2020,1,delhi
110096,187975,2020,1,delhi
110094,175645,2020,1,delhi
110001,171087,2020,1,delhi
110053,170522,2020,1,delhi
west,1243875,2020,2,delhi
south east delhi,1011931,2020,2,delhi
north west,877218,2020,2,delhi
new delhi,858515,2020,2,delhi
central delhi,821609,2020,2,delhi
north,704186,2020,2,delhi
south west,688199,2020,2,delhi
east,641233,2020,2,delhi
south,608062,2020,2,delhi
shahdara,498710,2020,2,delhi
110059,365614,2020,2,delhi
110092,295000,2020,2,delhi
110086,246312,2020,2,delhi
110044,223161,2020,2,delhi
110041,211987,2020,2,delhi
110085,211869,2020,2,delhi
110096,199631,2020,2,delhi
110094,192135,2020,2,delhi
110053,186853,2020,2,delhi
110042,186007,2020,2,delhi
west,1343895,2020,3,delhi
south east delhi,1088989,2020,3,delhi
north west,946954,2020,3,delhi
new delhi,912051,2020,3,delhi
central delhi,888536,2020,3,delhi
north,763389,2020,3,delhi
south west,739034,2020,3,delhi
east,685955,2020,3,delhi
south,651616,2020,3,delhi
shahdara,543831,2020,3,delhi
110059,393571,2020,3,delhi
110092,314384,2020,3,delhi
110086,267186,2020,3,delhi
110044,240937,2020,3,delhi
110041,231602,2020,3,delhi
110085,225882,2020,3,delhi
110096,213595,2020,3,delhi
110094,210508,2020,3,delhi
110053,205752,2020,3,delhi
110042,202151,2020,3,delhi
west,1451042,2020,4,delhi
south east delhi,1174221,2020,4,delhi
north west,1019187,2020,4,delhi
new delhi,971715,2020,4,delhi
central delhi,962750,2020,4,delhi
north,827019,2020,4,delhi
south west,792331,2020,4,delhi
east,734091,2020,4,delhi
south,699303,2020,4,delhi
shahdara,591192,2020,4,delhi
110059,423149,2020,4,delhi
110092,335783,2020,4,delhi
110086,288308,2020,4,delhi
110044,259476,2020,4,delhi
110041,252304,2020,4,delhi
110085,241334,2020,4,delhi
110094,230259,2020,4,delhi
110096,228635,2020,4,delhi
110053,226890,2020,4,delhi
110042,219941,2020,4,delhi
west,1559112,2021,1,delhi
south east delhi,1260645,2021,1,delhi
north west,1094464,2021,1,delhi
new delhi,1039016,2021,1,delhi
central delhi,1035060,2021,1,delhi
north,890194,2021,1,delhi
south west,849223,2021,1,delhi
east,786308,2021,1,delhi
south,749173,2021,1,delhi
shahdara,636908,2021,1,delhi
110059,454201,2021,1,delhi
110092,359376,2021,1,delhi
110086,310419,2021,1,delhi
110044,278606,2021,1,delhi
110041,272303,2021,1,delhi
110085,257921,2021,1,delhi
110094,248570,2021,1,delhi
110053,245562,2021,1,delhi
110096,245046,2021,1,delhi
110042,237271,2021,1,delhi
west,1666267,2021,2,delhi
south east delhi,1346063,2021,2,delhi
north west,1170137,2021,2,delhi
new delhi,1108471,2021,2,delhi
central delhi,1105640,2021,2,delhi
north,952374,2021,2,delhi
south west,906878,2021,2,delhi
east,839185,2021,2,delhi
south,799590,2021,2,delhi
shahdara,681073,2021,2,delhi
110059,485328,2021,2,delhi
110092,383095,2021,2,delhi
110086,332618,2021,2,delhi
110044,297678,2021,2,delhi
110041,291909,2021,2,delhi
110085,275085,2021,2,delhi
110094,266143,2021,2,delhi
110053,262977,2021,2,delhi
110096,261791,2021,2,delhi
110042,254105,2021,2,delhi
west,1785309,2021,3,delhi
south east delhi,1441462,2021,3,delhi
north west,1254464,2021,3,delhi
new delhi,1185588,2021,3,delhi
central delhi,1184217,2021,3,delhi
north,1022251,2021,3,delhi
south west,971552,2021,3,delhi
east,898137,2021,3,delhi
south,855177,2021,3,delhi
shahdara,730209,2021,3,delhi
110059,520096,2021,3,delhi
110092,409520,2021,3,delhi
110086,357590,2021,3,delhi
110044,319096,2021,3,delhi
110041,314015,2021,3,delhi
110085,293937,2021,3,delhi
110094,285714,2021,3,delhi
110053,282380,2021,3,delhi
110096,280334,2021,3,delhi
110042,273110,2021,3,delhi
west,1905278,2021,4,delhi
south east delhi,1537814,2021,4,delhi
north west,1339480,2021,4,delhi
central delhi,1263911,2021,4,delhi
new delhi,1263818,2021,4,delhi
north,1093028,2021,4,delhi
south west,1036466,2021,4,delhi
east,957392,2021,4,delhi
south,911399,2021,4,delhi
shahdara,779798,2021,4,delhi
110059,555449,2021,4,delhi
110092,436075,2021,4,delhi
110086,382858,2021,4,delhi
110044,340833,2021,4,delhi
110041,336405,2021,4,delhi
110085,312819,2021,4,delhi
110094,305422,2021,4,delhi
110053,301988,2021,4,delhi
110096,299233,2021,4,delhi
110042,292597,2021,4,delhi
north goa,57769,2018,1,goa
south goa,34167,2018,1,goa
403516,6466,2018,1,goa
403601,5251,2018,1,goa
403001,5240,2018,1,goa
403401,5138,2018,1,goa
403802,3850,2018,1,goa
403722,3844,2018,1,goa
403507,3831,2018,1,goa
403521,2841,2018,1,goa
403515,2443,2018,1,goa
403509,2386,2018,1,goa
north goa,76192,2018,2,goa
south goa,45982,2018,2,goa
403516,8301,2018,2,goa
403001,7089,2018,2,goa
403601,6974,2018,2,goa
403401,6685,2018,2,goa
403722,5343,2018,2,goa
403802,5119,2018,2,goa
403507,4991,2018,2,goa
403521,3804,2018,2,goa
403515,3277,2018,2,goa
403509,3077,2018,2,goa
north goa,95307,2018,3,goa
south goa,58495,2018,3,goa
403516,9997,2018,3,goa
403001,8932,2018,3,goa
403601,8721,2018,3,goa
403401,8256,2018,3,goa
403722,7084,2018,3,goa
403802,6453,2018,3,goa
403507,6272,2018,3,goa
403521,4797,2018,3,goa
403515,4153,2018,3,goa
403801,3775,2018,3,goa
north goa,121001,2018,4,goa
south goa,74349,2018,4,goa
403516,12486,2018,4,goa
403001,11471,2018,4,goa
403601,10977,2018,4,goa
403401,10356,2018,4,goa
403722,9148,2018,4,goa
403802,8151,2018,4,goa
403507,7980,2018,4,goa
403521,6106,2018,4,goa
403515,5194,2018,4,goa
403509,4753,2018,4,goa
north goa,147802,2019,1,goa
south goa,90350,2019,1,goa
403516,15021,2019,1,goa
403001,14063,2019,1,goa
403601,13406,2019,1,goa
403401,12431,2019,1,goa
403722,11012,2019,1,goa
403802,9859,2019,1,goa
403507,9777,2019,1,goa
403521,7471,2019,1,goa
403515,6247,2019,1,goa
403512,5763,2019,1,goa
north goa,173002,2019,2,goa
south goa,105938,2019,2,goa
403516,17020,2019,2,goa
403001,16546,2019,2,goa
403601,15906,2019,2,goa
403401,14462,2019,2,goa
403722,12443,2019,2,goa
403802,11642,2019,2,goa
403507,11602,2019,2,goa
403521,8708,2019,2,goa
403515,7164,2019,2,goa
403512,6805,2019,2,goa
north goa,197361,2019,3,goa
south goa,119833,2019,3,goa
403516,19191,2019,3,goa
403001,18952,2019,3,goa
403601,18205,2019,3,goa
403401,16425,2019,3,goa
403722,13795,2019,3,goa
403507,13252,2019,3,goa
403802,13185,2019,3,goa
403521,10022,2019,3,goa
403515,8059,2019,3,goa
403512,7853,2019,3,goa
north goa,220385,2019,4,goa
south goa,133161,2019,4,goa
403516,21230,2019,4,goa
403001,20952,2019,4,goa
403601,20128,2019,4,goa
403401,18284,2019,4,goa
403722,15231,2019,4,goa
403507,14800,2019,4,goa
403802,14490,2019,4,goa
403521,11139,2019,4,goa
403515,8917,2019,4,goa
403512,8854,2019,4,goa
north goa,244309,2020,1,goa
south goa,147591,2020,1,goa
403516,23160,2020,1,goa
403001,22905,2020,1,goa
403601,22252,2020,1,goa
403401,20276,2020,1,goa
403722,16611,2020,1,goa
403507,16487,2020,1,goa
403802,16084,2020,1,goa
403521,12266,2020,1,goa
403512,9989,2020,1,goa
403515,9727,2020,1,goa
north goa,267533,2020,2,goa
south goa,163106,2020,2,goa
403001,24693,2020,2,goa
403601,24596,2020,2,goa
403516,24526,2020,2,goa
403401,22379,2020,2,goa
403507,18333,2020,2,goa
403722,17947,2020,2,goa
403802,17824,2020,2,goa
403521,13409,2020,2,goa
403512,11037,2020,2,goa
403515,10353,2020,2,goa
north goa,294195,2020,3,goa
south goa,180767,2020,3,goa
403601,27208,2020,3,goa
403001,26737,2020,3,goa
403516,26198,2020,3,goa
403401,24797,2020,3,goa
403507,20441,2020,3,goa
403802,19674,2020,3,goa
403722,19552,2020,3,goa
403521,14524,2020,3,goa
403512,12307,2020,3,goa
403515,11111,2020,3,goa
north goa,326479,2020,4,goa
south goa,201105,2020,4,goa
403601,30363,2020,4,goa
403001,29484,2020,4,goa
403516,28745,2020,4,goa
403401,27577,2020,4,goa
403507,22919,2020,4,goa
403802,21866,2020,4,goa
403722,21365,2020,4,goa
403521,16004,2020,4,goa
403512,13802,2020,4,goa
403515,12169,2020,4,goa
north goa,352593,2021,1,goa
south goa,217442,2021,1,goa
403601,32812,2021,1,goa
403001,31639,2021,1,goa
403516,31109,2021,1,goa
403401,29759,2021,1,goa
403507,24789,2021,1,goa
403802,23590,2021,1,goa
403722,23019,2021,1,goa
403521,17278,2021,1,goa
403512,15009,2021,1,goa
403515,13117,2021,1,goa
north goa,376703,2021,2,goa
south goa,232403,2021,2,goa
403601,35016,2021,2,goa
403001,33753,2021,2,goa
403516,33166,2021,2,goa
403401,31770,2021,2,goa
403507,26546,2021,2,goa
403802,25160,2021,2,goa
403722,24578,2021,2,goa
403521,18403,2021,2,goa
403512,16035,2021,2,goa
403515,13992,2021,2,goa
north goa,403952,2021,3,goa
south goa,249506,2021,3,goa
403601,37507,2021,3,goa
403001,36113,2021,3,goa
403516,35395,2021,3,goa
403401,34083,2021,3,goa
403507,28444,2021,3,goa
403802,26955,2021,3,goa
403722,26342,2021,3,goa
403521,19690,2021,3,goa
403512,17249,2021,3,goa
403515,14917,2021,3,goa
north goa,430814,2021,4,goa
south goa,266364,2021,4,goa
403601,39985,2021,4,goa
403001,38489,2021,4,goa
403516,37615,2021,4,goa
403401,36388,2021,4,goa
403507,30339,2021,4,goa
403802,28748,2021,4,goa
403722,28215,2021,4,goa
403521,20963,2021,4,goa
403512,18476,2021,4,goa
403515,15851,2021,4,goa
ahmadabad,572811,2018,1,gujarat
surat,489852,2018,1,gujarat
vadodara,205722,2018,1,gujarat
rajkot,133017,2018,1,gujarat
gandhinagar,118201,2018,1,gujarat
bharuch,101575,2018,1,gujarat
kachchh,97838,2018,1,gujarat
mahesana,97004,2018,1,gujarat
banas kantha,93506,2018,1,gujarat
bhavnagar,87683,2018,1,gujarat
395006,72275,2018,1,gujarat
395010,45734,2018,1,gujarat
395004,37825,2018,1,gujarat
382350,32292,2018,1,gujarat
394210,31969,2018,1,gujarat
395003,30787,2018,1,gujarat
382481,25321,2018,1,gujarat
395009,23628,2018,1,gujarat
396191,22824,2018,1,gujarat
382415,22742,2018,1,gujarat
ahmadabad,751746,2018,2,gujarat
surat,652372,2018,2,gujarat
vadodara,271730,2018,2,gujarat
rajkot,174778,2018,2,gujarat
gandhinagar,155539,2018,2,gujarat
bharuch,134500,2018,2,gujarat
kachchh,128064,2018,2,gujarat
mahesana,127614,2018,2,gujarat
banas kantha,125849,2018,2,gujarat
bhavnagar,115812,2018,2,gujarat
395006,94500,2018,2,gujarat
395010,60175,2018,2,gujarat
395004,49139,2018,2,gujarat
394210,44190,2018,2,gujarat
382350,41644,2018,2,gujarat
395003,40881,2018,2,gujarat
382481,32292,2018,2,gujarat
396191,30464,2018,2,gujarat
395009,30378,2018,2,gujarat
382415,29895,2018,2,gujarat
ahmadabad,919252,2018,3,gujarat
surat,808005,2018,3,gujarat
vadodara,335125,2018,3,gujarat
rajkot,215459,2018,3,gujarat
gandhinagar,190882,2018,3,gujarat
bharuch,169322,2018,3,gujarat
banas kantha,159591,2018,3,gujarat
kachchh,158762,2018,3,gujarat
mahesana,157274,2018,3,gujarat
bhavnagar,141243,2018,3,gujarat
395006,113391,2018,3,gujarat
395010,73560,2018,3,gujarat
395004,58525,2018,3,gujarat
394210,56563,2018,3,gujarat
395003,50366,2018,3,gujarat
382350,49974,2018,3,gujarat
396191,38490,2018,3,gujarat
382481,38313,2018,3,gujarat
395009,36563,2018,3,gujarat
382415,36510,2018,3,gujarat
ahmadabad,1212636,2018,4,gujarat
surat,998807,2018,4,gujarat
vadodara,421895,2018,4,gujarat
rajkot,260602,2018,4,gujarat
gandhinagar,242368,2018,4,gujarat
bharuch,211843,2018,4,gujarat
banas kantha,197774,2018,4,gujarat
kachchh,195295,2018,4,gujarat
mahesana,192493,2018,4,gujarat
bhavnagar,173699,2018,4,gujarat
395006,135881,2018,4,gujarat
395010,89595,2018,4,gujarat
394210,71909,2018,4,gujarat
395004,69666,2018,4,gujarat
382350,62863,2018,4,gujarat
395003,62164,2018,4,gujarat
382481,50895,2018,4,gujarat
396191,48467,2018,4,gujarat
382415,46926,2018,4,gujarat
395009,44962,2018,4,gujarat
ahmadabad,1450100,2019,1,gujarat
surat,1180819,2019,1,gujarat
vadodara,502520,2019,1,gujarat
rajkot,304415,2019,1,gujarat
gandhinagar,291858,2019,1,gujarat
bharuch,252826,2019,1,gujarat
banas kantha,239613,2019,1,gujarat
kachchh,231871,2019,1,gujarat
mahesana,230403,2019,1,gujarat
valsad,209477,2019,1,gujarat
395006,157558,2019,1,gujarat
395010,104683,2019,1,gujarat
394210,86656,2019,1,gujarat
395004,79826,2019,1,gujarat
382350,74106,2019,1,gujarat
395003,73240,2019,1,gujarat
382481,60080,2019,1,gujarat
396191,58289,2019,1,gujarat
382415,56346,2019,1,gujarat
382345,53663,2019,1,gujarat
ahmadabad,1656341,2019,2,gujarat
surat,1338584,2019,2,gujarat
vadodara,572031,2019,2,gujarat
rajkot,345178,2019,2,gujarat
gandhinagar,333056,2019,2,gujarat
bharuch,284296,2019,2,gujarat
banas kantha,271379,2019,2,gujarat
kachchh,261458,2019,2,gujarat
mahesana,259949,2019,2,gujarat
valsad,238764,2019,2,gujarat
395006,180042,2019,2,gujarat
395010,117410,2019,2,gujarat
394210,99259,2019,2,gujarat
395004,88490,2019,2,gujarat
382350,83582,2019,2,gujarat
395003,82557,2019,2,gujarat
382481,67372,2019,2,gujarat
396191,66034,2019,2,gujarat
382415,64402,2019,2,gujarat
382345,61531,2019,2,gujarat
ahmadabad,1848860,2019,3,gujarat
surat,1481391,2019,3,gujarat
vadodara,637678,2019,3,gujarat
rajkot,384852,2019,3,gujarat
gandhinagar,372464,2019,3,gujarat
bharuch,315856,2019,3,gujarat
banas kantha,301373,2019,3,gujarat
mahesana,286652,2019,3,gujarat
kachchh,285519,2019,3,gujarat
valsad,266134,2019,3,gujarat
395006,198132,2019,3,gujarat
395010,128538,2019,3,gujarat
394210,111163,2019,3,gujarat
395004,95896,2019,3,gujarat
382350,92274,2019,3,gujarat
395003,90925,2019,3,gujarat
382481,73913,2019,3,gujarat
396191,73506,2019,3,gujarat
382415,72158,2019,3,gujarat
382345,68940,2019,3,gujarat
ahmadabad,2015947,2019,4,gujarat
surat,1624077,2019,4,gujarat
vadodara,700817,2019,4,gujarat
rajkot,426178,2019,4,gujarat
gandhinagar,408526,2019,4,gujarat
bharuch,350619,2019,4,gujarat
banas kantha,339582,2019,4,gujarat
mahesana,316985,2019,4,gujarat
kachchh,314732,2019,4,gujarat
valsad,296977,2019,4,gujarat
395006,214322,2019,4,gujarat
395010,138999,2019,4,gujarat
394210,123670,2019,4,gujarat
395004,103138,2019,4,gujarat
382350,99646,2019,4,gujarat
395003,98804,2019,4,gujarat
396191,81666,2019,4,gujarat
382481,79158,2019,4,gujarat
382415,78997,2019,4,gujarat
382345,75408,2019,4,gujarat
ahmadabad,2185983,2020,1,gujarat
surat,1772703,2020,1,gujarat
vadodara,763969,2020,1,gujarat
rajkot,469636,2020,1,gujarat
gandhinagar,445290,2020,1,gujarat
banas kantha,386212,2020,1,gujarat
bharuch,384819,2020,1,gujarat
mahesana,349897,2020,1,gujarat
kachchh,347270,2020,1,gujarat
valsad,330053,2020,1,gujarat
395006,230047,2020,1,gujarat
395010,149506,2020,1,gujarat
394210,137283,2020,1,gujarat
395004,110684,2020,1,gujarat
395003,106915,2020,1,gujarat
382350,106647,2020,1,gujarat
396191,90365,2020,1,gujarat
382415,86315,2020,1,gujarat
382481,84353,2020,1,gujarat
382345,82048,2020,1,gujarat
ahmadabad,2384154,2020,2,gujarat
surat,1935894,2020,2,gujarat
vadodara,830759,2020,2,gujarat
rajkot,522650,2020,2,gujarat
gandhinagar,488351,2020,2,gujarat
banas kantha,446603,2020,2,gujarat
bharuch,423017,2020,2,gujarat
mahesana,389562,2020,2,gujarat
kachchh,385480,2020,2,gujarat
valsad,372771,2020,2,gujarat
395006,245129,2020,2,gujarat
395010,160784,2020,2,gujarat
394210,153681,2020,2,gujarat
395004,119752,2020,2,gujarat
395003,115539,2020,2,gujarat
382350,115202,2020,2,gujarat
396191,100064,2020,2,gujarat
382415,95250,2020,2,gujarat
382481,90515,2020,2,gujarat
382345,90259,2020,2,gujarat
ahmadabad,2580178,2020,3,gujarat
surat,2092712,2020,3,gujarat
vadodara,901492,2020,3,gujarat
rajkot,573062,2020,3,gujarat
gandhinagar,529771,2020,3,gujarat
banas kantha,501471,2020,3,gujarat
bharuch,462292,2020,3,gujarat
mahesana,427950,2020,3,gujarat
kachchh,423729,2020,3,gujarat
valsad,410740,2020,3,gujarat
395006,259468,2020,3,gujarat
395010,173062,2020,3,gujarat
394210,167802,2020,3,gujarat
395004,127956,2020,3,gujarat
395003,124692,2020,3,gujarat
382350,123709,2020,3,gujarat
396191,109788,2020,3,gujarat
382415,103846,2020,3,gujarat
382345,98070,2020,3,gujarat
382481,96759,2020,3,gujarat
ahmadabad,2787991,2020,4,gujarat
surat,2278232,2020,4,gujarat
vadodara,980658,2020,4,gujarat
rajkot,627654,2020,4,gujarat
gandhinagar,572461,2020,4,gujarat
banas kantha,551645,2020,4,gujarat
bharuch,508005,2020,4,gujarat
kachchh,466855,2020,4,gujarat
mahesana,464932,2020,4,gujarat
valsad,452628,2020,4,gujarat
395006,276969,2020,4,gujarat
395010,187103,2020,4,gujarat
394210,184572,2020,4,gujarat
395004,137335,2020,4,gujarat
395003,135529,2020,4,gujarat
382350,133012,2020,4,gujarat
396191,121067,2020,4,gujarat
382415,112726,2020,4,gujarat
382345,105910,2020,4,gujarat
382481,103359,2020,4,gujarat
ahmadabad,2999575,2021,1,gujarat
surat,2458596,2021,1,gujarat
vadodara,1053954,2021,1,gujarat
rajkot,677301,2021,1,gujarat
gandhinagar,615315,2021,1,gujarat
banas kantha,598384,2021,1,gujarat
bharuch,548541,2021,1,gujarat
kachchh,505517,2021,1,gujarat
mahesana,500511,2021,1,gujarat
valsad,489062,2021,1,gujarat
395006,297048,2021,1,gujarat
395010,201470,2021,1,gujarat
394210,200058,2021,1,gujarat
395004,147473,2021,1,gujarat
395003,145856,2021,1,gujarat
382350,142849,2021,1,gujarat
396191,130996,2021,1,gujarat
382415,121750,2021,1,gujarat
382345,113956,2021,1,gujarat
385535,110989,2021,1,gujarat
ahmadabad,3209841,2021,2,gujarat
surat,2633443,2021,2,gujarat
vadodara,1127636,2021,2,gujarat
rajkot,726817,2021,2,gujarat
gandhinagar,658428,2021,2,gujarat
banas kantha,645073,2021,2,gujarat
bharuch,588777,2021,2,gujarat
kachchh,543585,2021,2,gujarat
mahesana,536645,2021,2,gujarat
valsad,524614,2021,2,gujarat
395006,317597,2021,2,gujarat
395010,215717,2021,2,gujarat
394210,214776,2021,2,gujarat
395004,157608,2021,2,gujarat
395003,156006,2021,2,gujarat
382350,152795,2021,2,gujarat
396191,140329,2021,2,gujarat
382415,130437,2021,2,gujarat
382345,121975,2021,2,gujarat
385535,119329,2021,2,gujarat
ahmadabad,3445024,2021,3,gujarat
surat,2830392,2021,3,gujarat
vadodara,1210266,2021,3,gujarat
rajkot,782611,2021,3,gujarat
gandhinagar,706654,2021,3,gujarat
banas kantha,698841,2021,3,gujarat
bharuch,634589,2021,3,gujarat
kachchh,587589,2021,3,gujarat
mahesana,578072,2021,3,gujarat
valsad,565423,2021,3,gujarat
395006,340436,2021,3,gujarat
395010,231725,2021,3,gujarat
394210,231353,2021,3,gujarat
395004,168968,2021,3,gujarat
395003,167307,2021,3,gujarat
382350,163762,2021,3,gujarat
396191,150868,2021,3,gujarat
382415,140098,2021,3,gujarat
382345,130967,2021,3,gujarat
385535,128886,2021,3,gujarat
ahmadabad,3679243,2021,4,gujarat
surat,3026960,2021,4,gujarat
vadodara,1292097,2021,4,gujarat
rajkot,837869,2021,4,gujarat
gandhinagar,754369,2021,4,gujarat
banas kantha,751116,2021,4,gujarat
bharuch,679705,2021,4,gujarat
kachchh,630878,2021,4,gujarat
mahesana,618376,2021,4,gujarat
valsad,605655,2021,4,gujarat
395006,363595,2021,4,gujarat
394210,247983,2021,4,gujarat
395010,247597,2021,4,gujarat
395004,180294,2021,4,gujarat
395003,178606,2021,4,gujarat
382350,174821,2021,4,gujarat
396191,161460,2021,4,gujarat
382415,149751,2021,4,gujarat
382345,139819,2021,4,gujarat
385535,138286,2021,4,gujarat
gurugram,474081,2018,1,haryana
faridabad,231504,2018,1,haryana
hisar,113872,2018,1,haryana
rewari,85350,2018,1,haryana
sonipat,79638,2018,1,haryana
panipat,74739,2018,1,haryana
karnal,73612,2018,1,haryana
sirsa,70800,2018,1,haryana
rohtak,62452,2018,1,haryana
bhiwani,57585,2018,1,haryana
122001,82656,2018,1,haryana
121004,52178,2018,1,haryana
121003,48088,2018,1,haryana
122002,42709,2018,1,haryana
122006,42454,2018,1,haryana
121001,42239,2018,1,haryana
124001,36966,2018,1,haryana
123401,34462,2018,1,haryana
122051,33437,2018,1,haryana
132001,31575,2018,1,haryana
gurugram,621718,2018,2,haryana
faridabad,306358,2018,2,haryana
hisar,147599,2018,2,haryana
rewari,113056,2018,2,haryana
sonipat,106837,2018,2,haryana
panipat,101243,2018,2,haryana
karnal,98276,2018,2,haryana
sirsa,91908,2018,2,haryana
rohtak,82822,2018,2,haryana
bhiwani,75485,2018,2,haryana
122001,107275,2018,2,haryana
121004,69412,2018,2,haryana
121003,63458,2018,2,haryana
121001,56154,2018,2,haryana
122002,55528,2018,2,haryana
122006,54489,2018,2,haryana
124001,48721,2018,2,haryana
123401,44946,2018,2,haryana
122051,44764,2018,2,haryana
132001,41673,2018,2,haryana
gurugram,767369,2018,3,haryana
faridabad,383316,2018,3,haryana
hisar,176380,2018,3,haryana
rewari,138368,2018,3,haryana
sonipat,132705,2018,3,haryana
panipat,124290,2018,3,haryana
karnal,121471,2018,3,haryana
sirsa,109165,2018,3,haryana
rohtak,101649,2018,3,haryana
ambala,92472,2018,3,haryana
122001,130847,2018,3,haryana
121004,86428,2018,3,haryana
121003,78699,2018,3,haryana
121001,71428,2018,3,haryana
122002,68873,2018,3,haryana
122006,67331,2018,3,haryana
124001,59016,2018,3,haryana
123401,54477,2018,3,haryana
122051,54363,2018,3,haryana
132001,50845,2018,3,haryana
gurugram,967781,2018,4,haryana
faridabad,521996,2018,4,haryana
hisar,210671,2018,4,haryana
rewari,172035,2018,4,haryana
sonipat,165599,2018,4,haryana
panipat,153137,2018,4,haryana
karnal,149062,2018,4,haryana
sirsa,127874,2018,4,haryana
rohtak,124365,2018,4,haryana
jhajjar,114488,2018,4,haryana
122001,163556,2018,4,haryana
121004,117034,2018,4,haryana
121003,103920,2018,4,haryana
121001,101287,2018,4,haryana
122002,86547,2018,4,haryana
122006,85334,2018,4,haryana
124001,71218,2018,4,haryana
122051,67543,2018,4,haryana
123401,67235,2018,4,haryana
122004,64480,2018,4,haryana
gurugram,1159832,2019,1,haryana
faridabad,634024,2019,1,haryana
hisar,245236,2019,1,haryana
rewari,207051,2019,1,haryana
sonipat,199593,2019,1,haryana
panipat,181548,2019,1,haryana
karnal,177042,2019,1,haryana
rohtak,147392,2019,1,haryana
sirsa,146936,2019,1,haryana
palwal,141953,2019,1,haryana
122001,194366,2019,1,haryana
121004,144318,2019,1,haryana
121003,125626,2019,1,haryana
121001,122040,2019,1,haryana
122002,102287,2019,1,haryana
122006,101815,2019,1,haryana
124001,83228,2019,1,haryana
122051,81253,2019,1,haryana
121102,80409,2019,1,haryana
123401,80255,2019,1,haryana
gurugram,1307319,2019,2,haryana
faridabad,716593,2019,2,haryana
hisar,277720,2019,2,haryana
rewari,238349,2019,2,haryana
sonipat,230883,2019,2,haryana
panipat,208172,2019,2,haryana
karnal,204255,2019,2,haryana
rohtak,169372,2019,2,haryana
palwal,165665,2019,2,haryana
sirsa,163468,2019,2,haryana
122001,217913,2019,2,haryana
121004,164350,2019,2,haryana
121003,141046,2019,2,haryana
121001,138083,2019,2,haryana
122002,115060,2019,2,haryana
122006,114395,2019,2,haryana
124001,94885,2019,2,haryana
121102,93648,2019,2,haryana
123401,92297,2019,2,haryana
122051,90453,2019,2,haryana
gurugram,1447473,2019,3,haryana
faridabad,792884,2019,3,haryana
hisar,308179,2019,3,haryana
rewari,266893,2019,3,haryana
sonipat,261554,2019,3,haryana
panipat,235346,2019,3,haryana
karnal,230603,2019,3,haryana
rohtak,190137,2019,3,haryana
palwal,188217,2019,3,haryana
jhajjar,185095,2019,3,haryana
122001,239679,2019,3,haryana
121004,182786,2019,3,haryana
121003,155581,2019,3,haryana
121001,152399,2019,3,haryana
122002,126886,2019,3,haryana
122006,126740,2019,3,haryana
121102,106171,2019,3,haryana
124001,105974,2019,3,haryana
123401,103749,2019,3,haryana
122004,99827,2019,3,haryana
gurugram,1574240,2019,4,haryana
faridabad,862595,2019,4,haryana
hisar,339753,2019,4,haryana
rewari,294161,2019,4,haryana
sonipat,291479,2019,4,haryana
panipat,262435,2019,4,haryana
karnal,255280,2019,4,haryana
rohtak,209750,2019,4,haryana
palwal,209434,2019,4,haryana
jhajjar,206377,2019,4,haryana
122001,258880,2019,4,haryana
121004,201072,2019,4,haryana
121003,169105,2019,4,haryana
121001,164555,2019,4,haryana
122006,137295,2019,4,haryana
122002,136781,2019,4,haryana
121102,117172,2019,4,haryana
124001,115727,2019,4,haryana
123401,113575,2019,4,haryana
122004,109845,2019,4,haryana
gurugram,1700505,2020,1,haryana
faridabad,935992,2020,1,haryana
hisar,382469,2020,1,haryana
sonipat,325111,2020,1,haryana
rewari,323001,2020,1,haryana
panipat,293916,2020,1,haryana
karnal,283270,2020,1,haryana
